,Unnamed: 0,id,imdb_id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
7697,7697,13177,tt0850253,0.228459,8000000,908847,Battle in Seattle,99,Action|Drama,9/7/07,37,6.4,2007,8413348.66105236,955805.836318932
7698,7698,13121,tt0780622,0.227352,0,0,Teeth,94,Comedy|Horror,1/19/07,94,5.2,2007,0.0,0.0
7699,7699,10759,tt0790804,0.22512,15000000,0,The Comebacks,107,Comedy,10/19/07,25,5.2,2007,15775028.7394731,0.0
7700,7700,14649,tt0446707,0.224276,0,0,Pars vite et reviens tard,116,Thriller|Crime|Drama,1/24/07,10,5.8,2007,0.0,0.0
7701,7701,13168,tt0780608,0.223871,0,8768,Smiley Face,88,Comedy,1/21/07,33,6.6,2007,0.0,9221.03013251339
7702,7702,13848,tt0758786,0.209163,5000000,0,Stuck,85,Crime|Horror|Mystery|Thriller,5/21/07,13,5.7,2007,5258342.91315773,0.0
7703,7703,38410,tt1010271,0.219032,0,0,The Poughkeepsie Tapes,86,Horror|Thriller,4/27/07,26,5.1,2007,0.0,0.0
7704,7704,4170,tt0399095,0.439124,12000000,0,Trade,120,Drama|Thriller,1/23/07,29,7.2,2007,12620022.9915785,0.0
7705,7705,13348,tt0847817,0.218321,0,0,Helvetica,80,Documentary,9/12/07,50,7.3,2007,0.0,0.0
7706,7706,15728,tt0433350,0.39628,500000,220151,Boy Culture,88,Drama|Romance,1/31/07,18,5.4,2007,525834.291315773,231525.890134917
7707,7707,13258,tt0845046,0.216599,4000000,6870249,Son of Rambow,96,Comedy,1/22/07,62,6.7,2007,4206674.33052618,7225225.02815579
7708,7708,14434,tt0770772,0.216287,11000000,13196245,I Think I Love My Wife,90,Comedy|Romance,3/16/07,22,5.3,2007,11568354.408947,13878076.2752086
7709,7709,16516,tt0997274,0.216249,0,0,Gekijouban Clannad,94,Animation|Drama,9/15/07,13,7.2,2007,0.0,0.0
7710,7710,13491,tt0837106,0.215628,25000000,0,Arn: Tempelriddaren,139,Action|Adventure|Drama|Romance,12/17/07,42,6.3,2007,26291714.5657886,0.0
7711,7711,13958,tt0923752,0.215556,0,0,The King of Kong,79,Documentary,8/17/07,68,7.9,2007,0.0,0.0
7712,7712,24447,tt0927619,0.211212,0,0,Louis C.K.: Shameless,57,Comedy,1/12/07,26,7.3,2007,0.0,0.0
7713,7713,21494,tt0796335,0.210766,0,0,MoliÃ¨re,115,Drama|Comedy|Romance|Foreign,1/31/07,25,6.5,2007,0.0,0.0
7714,7714,4629,tt0465436,0.208459,4000000,46474,December Boys,105,Drama|Romance,9/20/07,42,5.8,2007,4206674.33052618,48875.2457092184
7715,7715,13280,tt0772178,0.208338,0,0,Kickin' It Old Skool,108,Comedy,4/27/07,13,4.1,2007,0.0,0.0
7716,7716,16304,tt0478125,0.34806,0,0,Creepshow 3,104,Horror|Science Fiction,5/15/07,11,4.2,2007,0.0,0.0
7717,7717,1248,tt0367959,0.205036,50000000,82169884,Hannibal Rising,121,Crime|Drama|Thriller,2/6/07,423,6.0,2007,52583429.1315773,86415485.4412785
7718,7718,13362,tt0854678,0.203044,1000000,274661,Taxi to the Dark Side,106,Documentary,4/30/07,21,5.2,2007,1051668.58263154,288852.344574163
7719,7719,22182,tt1065305,0.201857,0,0,Lezioni di cioccolato,99,Comedy,11/23/07,22,5.5,2007,0.0,0.0
7720,7720,13548,tt0452592,0.201639,0,0,Borderland,105,Crime|Horror|Thriller,11/9/07,26,5.3,2007,0.0,0.0
7721,7721,17317,tt0910934,0.201139,12000000,0,Urban Justice,96,Adventure|Action|Thriller,1/1/07,14,5.4,2007,12620022.9915785,0.0
7722,7722,13354,tt1097636,0.20103,0,0,"Chill Out, Scooby-Doo!",90,Action|Adventure|Animation|Family|Mystery,9/4/07,12,6.4,2007,0.0,0.0
7723,7723,13016,tt1166827,0.197715,7000000,0,Zeitgeist,118,Documentary|History,6/1/07,104,6.9,2007,7361680.07842082,0.0
7724,7724,13538,tt0480011,0.197104,0,0,Straightheads,88,Thriller,4/27/07,20,4.8,2007,0.0,0.0
7725,7725,10071,tt0784972,0.144703,0,0,The Brothers Solomon,93,Comedy,9/7/07,22,4.9,2007,0.0,0.0
7726,7726,26114,tt0905345,0.194368,0,0,Jesse Stone: Sea Change,88,Drama|Thriller|Crime,5/22/07,10,5.9,2007,0.0,0.0
7727,7727,1874,tt0438859,0.188899,30000000,0,The Color of Freedom,140,Drama|History|Foreign,2/11/07,22,7.0,2007,31550057.4789463,0.0
7728,7728,9750,tt0424823,0.188155,0,41098065,Balls of Fury,90,Comedy|Crime,8/29/07,83,5.0,2007,0.0,43221543.7674491
7729,7729,4407,tt0476603,0.186365,11000000,0,The Three Investigators and The Secret Of Skeleton Island,91,Mystery|Adventure|Family,11/7/07,15,6.3,2007,11568354.408947,0.0
7730,7730,16205,tt0816539,0.183386,0,0,Jack Brooks: Monster Slayer,85,Action|Comedy|Horror,10/9/07,20,5.4,2007,0.0,0.0
7731,7731,14148,tt0473356,0.174946,0,0,The Flock,105,Crime|Drama|Mystery|Thriller,8/4/07,29,5.8,2007,0.0,0.0
7732,7732,13561,tt0878695,0.099101,0,0,Murder Party,79,Comedy|Horror,1/1/07,15,5.0,2007,0.0,0.0
7733,7733,17202,tt0906108,0.172467,15000000,55184721,Why Did I Get Married?,113,Comedy|Drama,10/12/07,20,6.3,2007,15775028.7394731,58036037.3169873
7734,7734,14456,tt0492486,0.170069,0,4910682,Shrooms,84,Horror|Foreign,8/16/07,48,4.6,2007,0.0,5164409.97869424
7735,7735,14126,tt0449471,0.169079,0,0,Catacombs,92,Horror|Thriller,6/1/07,25,4.4,2007,0.0,0.0
7736,7736,11161,tt0772168,0.168239,0,0,Grace is Gone,85,Drama,1/21/07,17,5.9,2007,0.0,0.0
7737,7737,44588,tt0775480,0.167408,0,0,Hellphone,98,Fantasy|Comedy|Mystery,3/28/07,29,4.0,2007,0.0,0.0
7738,7738,20720,tt1082588,0.167201,0,0,Gabriel Iglesias: Hot and Fluffy,60,Comedy,8/4/07,13,6.7,2007,0.0,0.0
7739,7739,14044,tt0881200,0.165385999999999,16000000,34786960,Ji jie hao,124,Action|History,10/9/07,22,7.3,2007,16826697.3221047,36584352.9172602
7740,7740,50126,tt0775362,0.165182,0,0,Fallen,84,TV Movie|Drama|Fantasy,10/9/07,19,6.5,2007,0.0,0.0
7741,7741,14687,tt0901481,0.163734,8000000,0,Eichmann,100,Drama|Foreign|History,9/22/07,12,5.6,2007,8413348.66105236,0.0
7742,7742,25218,tt0810945,0.163554,0,0,Live!,96,Thriller,1/1/07,27,5.6,2007,0.0,0.0
7743,7743,21935,tt0905994,0.160367,3000000,0,The Haunting Hour: Don't Think About It,87,Fantasy|Horror|Family,9/4/07,15,5.1,2007,3155005.74789463,0.0
7744,7744,259624,tt1065309,0.159264,0,0,Oliver Twist,176,Adventure|Family,12/18/07,16,5.8,2007,0.0,0.0
7745,7745,12171,tt0810823,0.15818,0,0,The Deaths of Ian Stone,87,Horror|Thriller,12/5/07,35,4.7,2007,0.0,0.0
7746,7746,8748,tt0494222,0.15744,0,0,Eagle vs Shark,87,Comedy|Romance,7/15/07,35,6.9,2007,0.0,0.0
7747,7747,4283,tt0772193,0.314684,0,10597734,Primeval,93,Adventure,1/12/07,18,4.5,2007,0.0,11145303.8948861
7748,7748,14235,tt1087842,0.155519,0,0,Eden Log,98,Action|Adventure|Drama|Horror|Science Fiction,12/26/07,36,4.7,2007,0.0,0.0
7749,7749,13194,tt0465657,0.161899,0,0,Highlander: The Search for Vengeance,86,Action|Animation|Fantasy|Science Fiction,6/5/07,16,6.9,2007,0.0,0.0
7750,7750,11801,tt0783767,0.150269,15000000,0,Angel,134,Drama|Romance|Foreign,2/17/07,21,5.2,2007,15775028.7394731,0.0
7751,7751,36108,tt0973844,0.149692,0,0,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,100,Comedy|Drama,5/19/07,10,7.4,2007,0.0,0.0
7752,7752,1922,tt0762110,0.18853,0,0,Irina Palm,103,Drama,2/13/07,17,7.0,2007,0.0,0.0
7753,7753,1990,tt0842929,0.284617,0,486021,Paranoid Park,85,Mystery|Crime|Drama,5/21/07,60,6.4,2007,0.0,511133.016199166
7754,7754,12791,tt0494224,0.146603,0,0,End of the Line,95,Horror|Thriller,10/14/07,10,4.2,2007,0.0,0.0
7755,7755,42411,tt0770829,0.144852,0,0,La ragazza del lago,95,Mystery|Thriller,9/14/07,10,5.6,2007,0.0,0.0
7756,7756,13317,tt0454065,0.144312,0,0,La Antena,99,Drama|Foreign|Science Fiction,4/17/07,10,7.3,2007,0.0,0.0
7757,7757,18632,tt0796314,0.228338,120000,0,A Dog's Breakfast,88,Comedy,3/3/07,11,4.9,2007,126200.229915785,0.0
7758,7758,16725,tt0801526,0.144185999999999,700000,31576,The Tracey Fragments,77,Drama,9/12/07,17,5.9,2007,736168.007842082,33207.4871651737
7759,7759,14793,tt1094594,0.14097,0,0,Heima,97,Music,9/27/07,13,6.9,2007,0.0,0.0
7760,7760,24786,tt0785012,0.138624,0,0,In Tranzit,113,Drama|Romance|War|Foreign,5/16/07,10,5.4,2007,0.0,0.0
7761,7761,16555,tt0778661,0.138009,10000000,31609243,Daddy's Little Girls,100,Comedy|Drama|Romance,2/14/07,13,6.7,2007,10516685.8263154,33242447.7838661
7762,7762,13968,tt0805559,0.134988,0,0,Jump In!,85,Drama|Comedy|Romance,4/27/07,45,5.4,2007,0.0,0.0
7763,7763,20224,tt0790618,0.134296,0,0,The Beautiful Ordinary,101,Comedy|Drama,6/10/07,11,5.5,2007,0.0,0.0
7764,7764,6535,tt0796368,0.148261999999999,0,4778376,Talk to Me,118,Drama,7/13/07,15,6.9,2007,0.0,5025267.91520059
7765,7765,14882,tt0415856,0.132769,0,0,Hounddog,102,Drama|Family,1/22/07,11,6.2,2007,0.0,0.0
7766,7766,108176,tt1054478,0.132685,0,0,Daniel Tosh: Completely Serious,60,Comedy,6/17/07,10,6.6,2007,0.0,0.0
7767,7767,282758,tt0827573,0.126603,0,0,Doctor Who: The Runaway Bride,60,Science Fiction|TV Movie,7/6/07,18,7.6,2007,0.0,0.0
7768,7768,13710,tt1024899,0.126199,0,0,Enfin veuve,94,Comedy,11/1/07,10,4.6,2007,0.0,0.0
7769,7769,7249,tt0471711,0.125117,0,0,Futurama: Bender's Big Score,88,Animation|Comedy|Science Fiction,11/27/07,106,7.3,2007,0.0,0.0
7770,7770,9783,tt0822858,0.326556,0,0,Sublime,113,Horror|Thriller,6/15/07,11,5.1,2007,0.0,0.0
7771,7771,14791,tt0808230,0.124689,0,0,Les Deux mondes,105,Comedy|Fantasy,11/21/07,19,4.3,2007,0.0,0.0
7772,7772,25055,tt0960835,0.12112,0,0,Transmorphers,86,Action|Adventure|Science Fiction,6/26/07,10,1.5,2007,0.0,0.0
7773,7773,73779,tt0934946,0.118821,0,0,The Secret Life of Brian,50,Documentary,1/1/07,10,7.2,2007,0.0,0.0
7774,7774,14236,tt1111833,0.118177,0,0,Super High Me,89,Comedy|Documentary,10/13/07,37,5.8,2007,0.0,0.0
7775,7775,24632,tt0848552,0.117819,0,0,The Mad,83,Comedy|Horror|Thriller,5/22/07,11,6.3,2007,0.0,0.0
7776,7776,1961,tt0489235,0.422526,1500000,173066,My Name Is Bruce,86,Comedy|Horror,10/1/07,41,6.0,2007,1577502.87394731,182008.074921711
7777,7777,14877,tt0473700,0.114909999999999,11000000,0,September Dawn,110,Drama|Action|History|Western|Romance,5/17/07,11,5.7,2007,11568354.408947,0.0
7778,7778,29362,tt0446752,0.114853,0,0,Full of It,91,Comedy|Family|Drama,3/1/07,15,5.0,2007,0.0,0.0
7779,7779,16126,tt0780583,0.112168,0,0,Flight of the Living Dead: Outbreak on a Plane,89,Horror|Action,4/6/07,10,5.2,2007,0.0,0.0
7780,7780,17227,tt0418758,0.111677,0,0,Jacquou Le Croquant,140,Adventure|Drama,1/17/07,16,6.4,2007,0.0,0.0
7781,7781,13120,tt0989000,0.004196,25000,0,In Search of a Midnight Kiss,90,Comedy|Drama|Romance,4/27/07,14,5.5,2007,26291.7145657886,0.0
7782,7782,9867,tt0479289,0.109305,0,0,The Go-Getter,93,Comedy,1/22/07,10,6.3,2007,0.0,0.0
7783,7783,15250,tt0937375,0.105736999999999,13000000,0,This Christmas,117,Comedy|Drama,11/27/07,22,7.0,2007,13671691.5742101,0.0
7784,7784,2979,tt1230164,0.104888,0,0,Return of the Ghostbusters,85,Comedy|Fantasy|Science Fiction,1/1/07,13,5.5,2007,0.0,0.0
7785,7785,10090,tt0499554,0.104735,10000000,20342161,Reno 911!: Miami,84,Action|Adventure|Comedy|Crime,2/23/07,34,5.8,2007,10516685.8263154,21393211.6265327
7786,7786,20497,tt1083845,0.104312,0,0,Ballet Shoes,90,Drama|Family,12/26/07,52,6.2,2007,0.0,0.0
7787,7787,62527,tt0942378,0.100014,0,0,Johnny Kapahala - Back on Board,90,Comedy|Drama|Family|TV Movie,6/8/07,14,4.8,2007,0.0,0.0
7788,7788,12247,tt0952682,0.099129,0,0,Shotgun Stories,92,Drama|Thriller,10/1/07,21,6.4,2007,0.0,0.0
7789,7789,15260,tt1097239,0.172227,0,0,Joy Division,93,Documentary,9/7/07,14,7.8,2007,0.0,0.0
7790,7790,49084,tt0889665,0.142366,0,0,Steak,82,Comedy|Science Fiction,6/20/07,30,5.2,2007,0.0,0.0
7791,7791,53216,tt0986272,0.090289,0,0,Validation,16,Comedy|Romance,1/1/07,10,6.1,2007,0.0,0.0
7792,7792,41044,tt0464061,0.081875,0,0,I'm Reed Fish,93,Comedy|Romance,6/1/07,15,6.0,2007,0.0,0.0
7793,7793,15166,tt0438052,0.087123,2500000,0,The Gene Generation,96,Action|Science Fiction,1/1/07,23,4.8,2007,2629171.45657886,0.0
7794,7794,7992,tt0807054,0.119325,0,0,It's a Free World...,96,Drama,9/1/07,13,5.5,2007,0.0,0.0
7795,7795,24446,tt0938666,0.0841539999999999,0,0,Holiday in Handcuffs,120,TV Movie|Comedy|Romance|Family,12/9/07,32,6.1,2007,0.0,0.0
7796,7796,105325,tt1114718,0.080811,0,0,How to Hook Up Your Home Theater,6,Animation|Comedy,12/20/07,11,7.8,2007,0.0,0.0
7797,7797,14396,tt0462229,0.080562,20000000,10337477,Code Name: The Cleaner,84,Action|Comedy|Crime,1/5/07,45,4.9,2007,21033371.6526309,10871599.7845762
7798,7798,16453,tt0804558,0.07966,0,0,Zach Galifianakis: Live at the Purple Onion,61,Comedy,3/6/07,17,7.3,2007,0.0,0.0
7799,7799,17158,tt0869152,0.149561,0,0,They Wait,89,Horror|Mystery|Thriller,9/6/07,13,5.0,2007,0.0,0.0
7800,7800,14650,tt0478705,0.077227,0,0,Michou d'Auber,124,Drama|Thriller,2/28/07,11,5.8,2007,0.0,0.0
7801,7801,4157,tt0806088,0.071965,0,12000000,Heyy Babyy,160,Drama|Comedy|Romance|Foreign,8/24/07,13,6.4,2007,0.0,12620022.9915785
7802,7802,10247,tt0760311,0.070616,0,0,He Was a Quiet Man,95,Romance|Comedy|Drama,11/23/07,29,6.4,2007,0.0,0.0
7803,7803,30680,tt0493439,0.069719,0,0,On the Doll,102,Crime|Drama|Thriller,10/12/07,10,7.4,2007,0.0,0.0
7804,7804,27359,tt0443455,0.068984,0,0,Brand Upon the Brain! A Remembrance in 12 Chapters,95,Drama|Fantasy,5/9/07,12,6.3,2007,0.0,0.0
7805,7805,10078,tt0841027,0.228927,0,1752038,Magicians,90,Drama|Comedy|Foreign,5/18/07,10,5.8,2007,0.0,1842563.3201766
7806,7806,13045,tt0814768,0.164897,0,0,Le prix Ã  payer,95,Comedy,4/4/07,19,5.4,2007,0.0,0.0
7807,7807,18556,tt0973790,0.063987,0,0,Steel Trap,89,Horror|Thriller|Foreign,1/1/07,10,4.2,2007,0.0,0.0
7808,7808,27298,tt0807758,0.063177,441892,1030375,Partner,155,Comedy|Foreign|Romance,1/1/07,10,6.2,2007,464723.933316219,1083613.01582897
7809,7809,50128,,0.060795,0,0,Fallen: The Destiny,80,Adventure|Fantasy|Drama|Action|Science Fiction,1/1/07,13,7.0,2007,0.0,0.0
7810,7810,13998,tt0757361,0.057897,10000000,0,Margot at the Wedding,91,Comedy|Drama,8/31/07,39,5.9,2007,10516685.8263154,0.0
7811,7811,20360,tt0795434,0.053597,0,0,Namastey London,128,Drama|Foreign|Romance,3/27/07,15,6.6,2007,0.0,0.0
7812,7812,18217,tt0479199,0.314058,0,0,Buried Alive,94,Action|Adventure|Horror|Thriller,2/7/07,12,2.9,2007,0.0,0.0
7813,7813,22887,tt0914809,0.0655429999999999,6000,6000,Loose Change: Final Cut,129,Documentary,11/11/07,12,5.1,2007,6310.01149578927,6310.01149578927
7814,7814,25565,tt1236486,0.040311,0,0,Transformers: Beginnings,22,Animation|Action|Thriller|Science Fiction,10/16/07,34,5.8,2007,0.0,0.0
7815,7815,21943,tt0877522,0.032904,0,0,Ho Voglia Di Te,106,Romance|Comedy,3/9/07,38,4.2,2007,0.0,0.0
7816,7816,13068,tt0477078,0.027512,0,0,Rocket Science,101,Comedy|Drama,1/19/07,16,6.3,2007,0.0,0.0
7817,7817,15261,tt0972785,0.020514,0,0,Bring It On: In It To Win It,90,Comedy,11/10/07,70,5.6,2007,0.0,0.0
7818,7818,46169,tt1017465,0.019669,0,0,Twitches Too,83,Drama|Family|Fantasy|TV Movie,10/12/07,29,4.9,2007,0.0,0.0
7819,7819,12901,tt0912593,0.019101,2000000,1431623,No End in Sight,102,Documentary,7/27/07,12,6.7,2007,2103337.16526309,1505592.93127272
7820,7820,21623,tt0467167,0.017396,0,0,Beneath,82,Horror|Mystery|Thriller,7/8/07,14,5.0,2007,0.0,0.0
7821,7821,39561,tt0865951,0.013017,1100000,0,Testosteron,116,Comedy,3/2/07,10,6.0,2007,1156835.4408947,0.0
7822,7822,36443,tt1039647,0.010471,200000,0,The Union: The Business Behind Getting High,104,Comedy|Documentary,5/8/07,14,6.8,2007,210333.716526309,0.0
7823,7823,19934,tt1024896,0.009512,0,0,Ce soir je dors chez toi,84,Comedy,11/21/07,12,5.3,2007,0.0,0.0
7824,7824,15651,tt0912583,0.006681,0,312751,For the Bible Tells Me So,98,Documentary,10/5/07,10,6.1,2007,0.0,328910.400886598
7825,7825,348,tt0078748,4.935897,11000000,104931801,Alien,117,Horror|Action|Thriller|Science Fiction,5/25/79,2724,7.6,1979,33050094.0275175,315273262.68425
7826,7826,28,tt0078788,2.31952,31500000,83471511,Apocalypse Now,153,Drama|War,8/15/79,1100,7.8,1979,94643451.0788001,250794662.469905
7827,7827,9659,tt0079501,2.012021,400000,100000000,Mad Max,93,Adventure|Action|Thriller|Science Fiction,4/12/79,667,6.5,1979,1201821.60100063,300455400.250159
7828,7828,152,tt0079945,1.823058,35000000,139000000,Star Trek: The Motion Picture,132,Science Fiction|Adventure|Mystery,12/6/79,304,6.0,1979,105159390.087555,417633006.347721
7829,7829,698,tt0079574,1.691143,34000000,210300000,Moonraker,126,Action|Adventure|Thriller|Science Fiction,6/26/79,299,5.7,1979,102154836.085054,631857706.726084
7830,7830,583,tt0079470,1.465088,4000000,20045115,Life of Brian,94,Comedy,8/16/79,716,7.5,1979,12018216.0100063,60226630.5038547
7831,7831,5157,tt0078846,1.39491,239000,0,Beneath the Valley of the Ultra-Vixens,93,Comedy,5/11/79,12,5.0,1979,718088.40659788,0.0
7832,7832,11474,tt0080120,1.119476,0,22490039,The Warriors,93,Action|Adventure|Crime|Drama|Thriller,2/9/79,206,7.0,1979,0.0,67572536.6938669
7833,7833,1367,tt0079817,1.049233,7000000,200182160,Rocky II,119,Drama,6/15/79,504,6.8,1979,21031878.0175111,601458110.057414
7834,7834,9453,tt0080491,0.973049,17500000,23438120,Caligola,156,Drama|History|Romance,1/21/79,65,5.3,1979,52579695.0437778,70421097.2571126
7835,7835,696,tt0079522,0.96139,0,39946780,Manhattan,96,Comedy|Drama|Romance,4/25/79,310,7.7,1979,0.0,120022257.73605
7836,7836,9638,tt0079714,0.794667,300000,11988469,Phantasm,89,Horror|Science Fiction,3/28/79,50,6.1,1979,901366.200750477,36020002.5178162
7837,7837,10654,tt0079261,0.683837,11000000,0,Hair,121,Drama|Comedy|History|Music,3/14/79,59,7.0,1979,33050094.0275175,0.0
7838,7838,11449,tt0078767,0.593218,0,86432000,The Amityville Horror,117,Drama|Horror|Thriller,7/27/79,81,6.2,1979,0.0,259689611.544217
7839,7839,10734,tt0079116,0.567776,8000000,43000000,Escape from Alcatraz,111,Crime|Drama,6/22/79,273,7.1,1979,24036432.0200127,129195822.107568
7840,7840,16858,tt0078754,0.550722,0,37823676,All That Jazz,123,Drama|Music,12/20/79,42,6.8,1979,0.0,113643277.115123
7841,7841,6404,tt0079641,0.517874,0,0,Nosferatu: Phantom der Nacht,107,Drama|Horror,4/11/79,55,7.3,1979,0.0,0.0
7842,7842,9570,tt0078869,0.516927,20000000,35841901,The Black Hole,98,Adventure|Family|Science Fiction|Action,12/18/79,54,5.8,1979,60091080.0500318,107688927.106815
7843,7843,10322,tt0078841,0.498186,0,30177511,Being There,130,Comedy|Drama,12/19/79,89,7.6,1979,0.0,90669961.4605858
7844,7844,14035,tt0079540,0.474093,0,0,Meatballs,92,Comedy,6/28/79,37,5.6,1979,0.0,0.0
7845,7845,163907,tt0080097,0.473733,0,0,The Villain,89,Comedy|Western,7/26/79,21,5.9,1979,0.0,0.0
7846,7846,11343,tt0079844,0.431672,4000000,0,Salem's Lot,184,Mystery|Horror|Thriller,11/17/79,60,5.9,1979,12018216.0100063,0.0
7847,7847,29723,tt0078740,0.426947,14000000,13015688,The Concorde... Airport '79,123,Action|Drama|Thriller,8/17/79,23,4.7,1979,42063756.0350222,39106337.4757119
7848,7848,12102,tt0079417,0.416453,8000000,106260000,Kramer vs. Kramer,105,Drama,12/19/79,240,7.3,1979,24036432.0200127,319263908.305819
7849,7849,988,tt0078966,0.411419,0,51718367,The China Syndrome,122,Thriller|Drama,3/16/79,35,6.0,1979,0.0,155390626.572696
7850,7850,6471,tt0079367,0.516572,0,73961419,The Jerk,94,Comedy,12/14/79,136,7.0,1979,0.0,222221077.487147
7851,7851,11519,tt0078723,0.387797,35000000,31755742,1941,113,Action|Comedy,12/14/79,62,5.4,1979,105159390.087555,95411841.7285079
7852,7852,17443,tt0078718,0.360116,0,33300000,...And Justice for All,119,Crime|Drama|Mystery|Thriller,10/19/79,48,6.7,1979,0.0,100051648.283303
7853,7853,24750,tt0080025,0.315247,0,0,Time After Time,112,Adventure|Drama|Comedy|Science Fiction|Thriller,8/31/79,29,6.4,1979,0.0,0.0
7854,7854,20283,tt0078902,0.307429,2300000,20000000,Breaking Away,100,Drama|Comedy,5/24/79,34,7.2,1979,6910474.20575366,60091080.0500318
7855,7855,10373,tt0079766,0.26707,0,0,Quadrophenia,120,Drama|Music,9/14/79,30,7.3,1979,0.0,0.0
7856,7856,11121,tt0080009,0.26324,0,0,Tess,171,Drama|Romance,10/6/79,33,6.4,1979,0.0,0.0
7857,7857,16972,tt0079180,0.262123,0,0,The Frisco Kid,114,Western|Comedy,7/6/79,16,5.9,1979,0.0,0.0
7858,7858,11583,tt0079240,0.255216,6000000,0,The First Great Train Robbery,110,Thriller|Adventure|Drama|Crime,1/25/79,38,6.3,1979,18027324.0150095,0.0
7859,7859,9051,tt0078721,0.24539,0,0,10,122,Comedy|Romance,10/4/79,27,5.3,1979,0.0,0.0
7860,7860,17264,tt0078872,0.159632,2700000,37799643,The Black Stallion,118,Adventure|Family,10/17/79,28,6.8,1979,8112295.80675429,113571068.668781
7861,7861,11145,tt0079100,0.151386,0,61801971,The Electric Horseman,122,Drama|Comedy|Western|Romance,12/21/79,11,4.8,1979,0.0,185687359.330537
7862,7862,20007,tt0078915,0.147473,0,0,The Bugs Bunny/Road Runner Movie,98,Comedy|Animation|Family,9/30/79,10,6.0,1979,0.0,0.0
7863,7863,10912,tt0078753,0.195559,0,0,All Quiet on the Western Front,150,Drama|History|War,11/14/79,19,6.1,1979,0.0,0.0
7864,7864,22328,tt0078790,0.141546,0,0,The Apple Dumpling Gang Rides Again,88,Comedy|Family|Western,6/27/79,10,6.7,1979,0.0,0.0
7865,7865,40160,tt0079550,0.189906,0,0,Meteor,107,Action|Science Fiction|Thriller,10/19/79,14,4.5,1979,0.0,0.0
7866,7866,25476,tt0079871,0.178663,420000,0,Scum,98,Crime|Drama,9/12/79,11,7.1,1979,1261912.68105066,0.0
7867,7867,42172,tt0079271,0.167108,0,0,Hardcore,109,Crime|Drama|Thriller,2/9/79,16,6.1,1979,0.0,0.0
7868,7868,26659,tt0079268,0.16432,0,0,Hanover Street,109,Drama|Romance|War,5/18/79,10,5.5,1979,0.0,0.0
7869,7869,18966,tt0079489,0.216684,0,43885000,Love at First Bite,96,Romance|Comedy|Horror,4/27/79,13,6.0,1979,0.0,131854852.399782
7870,7870,28942,tt0078908,0.16016,1355000,0,The Brood,92,Horror|Thriller|Science Fiction,5/25/79,47,6.1,1979,4071170.67338965,0.0
7871,7871,54013,tt0080100,0.15896,800000,0,Stridulum,108,Science Fiction|Horror,3/22/79,11,3.0,1979,2403643.20200127,0.0
7872,7872,22975,tt0079807,0.127707,0,0,Richard Pryor: Live in Concert,78,Comedy,1/1/79,14,7.0,1979,0.0,0.0
7873,7873,45964,tt0080130,0.125888,0,0,When a Stranger Calls,97,Horror|Thriller,10/26/79,16,6.0,1979,0.0,0.0
7874,7874,33831,tt0079668,0.11276,0,0,The Onion Field,122,Crime|Drama,9/9/79,10,5.1,1979,0.0,0.0
7875,7875,233,tt0080117,0.110767,0,0,The Wanderers,117,Drama,7/13/79,14,7.5,1979,0.0,0.0
7876,7876,23957,tt0079688,0.226122,0,0,Over the Edge,95,Crime|Drama,11/2/79,12,7.1,1979,0.0,0.0
7877,7877,13570,tt0080040,0.077321,0,0,Tourist Trap,90,Horror|Mystery|Thriller,1/25/79,24,6.9,1979,0.0,0.0
7878,7878,26326,tt0079813,0.386843,300000,0,Rock 'n' Roll High School,93,Comedy|Music,8/24/79,17,6.2,1979,901366.200750477,0.0
7879,7879,40842,tt0079638,0.058087,0,22228000,Norma Rae,110,Drama,3/2/79,13,5.8,1979,0.0,66785226.3676053
7880,7880,33521,tt0079073,0.032098,0,0,Dracula,109,Horror|Romance,7/20/79,19,6.1,1979,0.0,0.0
7881,7881,30547,tt0078950,0.019263,0,0,The Champ,121,Drama|Family,7/10/79,12,7.1,1979,0.0,0.0
7882,7882,218,tt0088247,4.831966,6400000,78371200,The Terminator,108,Action|Thriller|Science Fiction,10/26/84,2692,7.1,1984,13433869.0508425,164504443.462092
7883,7883,87,tt0087469,2.556799,28000000,333000000,Indiana Jones and the Temple of Doom,118,Adventure|Action,5/23/84,1735,6.9,1984,58773177.0974362,698980999.051652
7884,7884,620,tt0087332,2.484654,30000000,295212467,Ghostbusters,107,Fantasy|Action|Comedy|Science Fiction|Family,6/7/84,1383,7.2,1984,62971261.1758245,619663378.727216
7885,7885,927,tt0087363,2.464803,11000000,153083102,Gremlins,106,Fantasy|Horror|Comedy,6/7/84,844,6.8,1984,23089462.4311356,321327866.588246
7886,7886,34584,tt0088323,2.183891,27000000,20158808,The Neverending Story,102,Drama|Family|Fantasy|Adventure,4/5/84,484,6.8,1984,56674135.0582421,42314185.4520434
7887,7887,90,tt0086960,2.108338,15000000,316360478,Beverly Hills Cop,105,Action|Comedy|Crime,11/30/84,535,6.5,1984,31485630.5879122,664053942.861556
7888,7888,311,tt0087843,1.689163,30000000,0,Once Upon a Time in America,229,Drama|Crime,2/17/84,562,7.9,1984,62971261.1758245,0.0
